kortnavn;nodetat;kjoretoy_ID;Hendelses_ID;demo_time;Bemanning;Innsatsleder;POINT_X;POINT_Y;sekvens
A;Ambulanse;A_012;H_043;2026-01-15T10:00:16.66Z;3;Ole Kyrres;5.702506431528143;58.92935211439751;2
P;Politi;P03;H_043;2026-01-15T10:00:16.66Z;3;Bjarte Olavsen;5.735459886521333;58.963261213682806;5
A;Ambulanse;A_012;H_043;2026-01-15T10:00:18.33Z;3;Ole Kyrres;5.701756210319012;58.929196500501291;3
P;Politi;P03;H_043;2026-01-15T10:00:18.33Z;3;Bjarte Olavsen;5.735159452726124;58.963608701832854;6
A;Ambulanse;A_012;H_043;2026-01-15T10:00:20Z;3;Ole Kyrres;5.70100598910988;58.929040886605065;4
P;Politi;P03;H_043;2026-01-15T10:00:20Z;3;Bjarte Olavsen;5.734859018930915;58.963956189982895;7
P;Politi;P07;H_043;2026-01-15T10:00:20Z;2;Bjarte Olavsen;5.648682140535024;58.844178751435727;1
A;Ambulanse;A_012;H_043;2026-01-15T10:00:21.66Z;3;Ole Kyrres;5.700264968654737;58.92916066909595;5
P;Politi;P03;H_043;2026-01-15T10:00:21.66Z;3;Bjarte Olavsen;5.734618310775208;58.964266531115065;8
P;Politi;P07;H_043;2026-01-15T10:00:21.66Z;2;Bjarte Olavsen;5.64901888352273;58.844979085496838;2
A;Ambulanse;A_012;H_043;2026-01-15T10:00:23.33Z;3;Ole Kyrres;5.699523948199593;58.929280451586827;6
P;Politi;P03;H_043;2026-01-15T10:00:23.33Z;3;Bjarte Olavsen;5.7343776026195;58.964576872247228;9
P;Politi;P07;H_043;2026-01-15T10:00:23.33Z;2;Bjarte Olavsen;5.649355626510436;58.845779419557942;3
A;Ambulanse;A_012;H_043;2026-01-15T10:00:25Z;3;Ole Kyrres;5.69878292774445;58.929400234077711;7
P;Politi;P03;H_043;2026-01-15T10:00:25Z;3;Bjarte Olavsen;5.734136894463793;58.964887213379399;10
P;Politi;P07;H_043;2026-01-15T10:00:25Z;2;Bjarte Olavsen;5.649692369498143;58.846579753619054;4
A;Ambulanse;A_012;H_043;2026-01-15T10:00:26.66Z;3;Ole Kyrres;5.698353567654369;58.929711315281793;8
P;Politi;P03;H_043;2026-01-15T10:00:26.66Z;3;Bjarte Olavsen;5.733677145585954;58.965187659671074;11
P;Politi;P07;H_043;2026-01-15T10:00:26.66Z;2;Bjarte Olavsen;5.650807809504891;58.847982824341379;5
A;Ambulanse;A_012;H_043;2026-01-15T10:00:28.33Z;3;Ole Kyrres;5.697924207564289;58.930022396485882;9
P;Politi;P03;H_043;2026-01-15T10:00:28.33Z;3;Bjarte Olavsen;5.733217396708115;58.965488105962741;12
P;Politi;P07;H_043;2026-01-15T10:00:28.33Z;2;Bjarte Olavsen;5.65192324951164;58.849385895063712;6
A;Ambulanse;A_012;H_043;2026-01-15T10:00:30Z;3;Ole Kyrres;5.697494847474208;58.930333477689963;10
B;Brann;KV_001;H_043;2026-01-15T10:00:30Z;4;Jon Johnsen;5.613562547220503;58.974715503028257;1
P;Politi;P03;H_043;2026-01-15T10:00:30Z;3;Bjarte Olavsen;5.732757647830276;58.965788552254416;13
P;Politi;P07;H_043;2026-01-15T10:00:30Z;2;Bjarte Olavsen;5.653038689518388;58.850788965786037;7
A;Ambulanse;A_012;H_043;2026-01-15T10:00:31.66Z;3;Ole Kyrres;5.69698012246895;58.930546781085745;11
B;Brann;KV_001;H_043;2026-01-15T10:00:31.66Z;4;Jon Johnsen;5.613372146736324;58.974006471161289;2
P;Politi;P03;H_043;2026-01-15T10:00:31.66Z;3;Bjarte Olavsen;5.732136459080503;58.96566867051223;14
P;Politi;P07;H_043;2026-01-15T10:00:31.66Z;2;Bjarte Olavsen;5.651449716860401;58.851534878220328;8
A;Ambulanse;A_012;H_043;2026-01-15T10:00:33.33Z;3;Ole Kyrres;5.696465397463694;58.93076008448152;12
B;Brann;KV_001;H_043;2026-01-15T10:00:33.33Z;4;Jon Johnsen;5.613181746252145;58.973297439294321;3
P;Politi;P03;H_043;2026-01-15T10:00:33.33Z;3;Bjarte Olavsen;5.73151527033073;58.965548788770043;15
P;Politi;P07;H_043;2026-01-15T10:00:33.33Z;2;Bjarte Olavsen;5.649860744202415;58.852280790654611;9
A;Ambulanse;A_012;H_043;2026-01-15T10:00:35Z;3;Ole Kyrres;5.695950672458436;58.930973387877302;13
B;Brann;KV_001;H_043;2026-01-15T10:00:35Z;4;Jon Johnsen;5.612991345767966;58.972588407427352;4
P;Politi;P03;H_043;2026-01-15T10:00:35Z;3;Bjarte Olavsen;5.730894081580957;58.965428907027857;16
P;Politi;P07;H_043;2026-01-15T10:00:35Z;2;Bjarte Olavsen;5.648271771544428;58.853026703088901;10
A;Ambulanse;A_012;H_043;2026-01-15T10:00:36.66Z;3;Ole Kyrres;5.695607400467583;58.930726758574714;14
B;Brann;KV_001;H_043;2026-01-15T10:00:36.66Z;4;Jon Johnsen;5.612829348992451;58.971610879089745;5
P;Politi;P03;H_043;2026-01-15T10:00:36.66Z;3;Bjarte Olavsen;5.730236753415485;58.965259023462011;17
P;Politi;P07;H_043;2026-01-15T10:00:36.66Z;2;Bjarte Olavsen;5.646777398904406;58.854239180555219;11
A;Ambulanse;A_012;H_043;2026-01-15T10:00:38.33Z;3;Ole Kyrres;5.695264128476728;58.930480129272134;15
B;Brann;KV_001;H_043;2026-01-15T10:00:38.33Z;4;Jon Johnsen;5.612667352216936;58.970633350752145;6
P;Politi;P03;H_043;2026-01-15T10:00:38.33Z;3;Bjarte Olavsen;5.729579425250014;58.965089139896165;18
P;Politi;P07;H_043;2026-01-15T10:00:38.33Z;2;Bjarte Olavsen;5.645283026264384;58.855451658021543;12
A;Ambulanse;A_012;H_043;2026-01-15T10:00:40Z;3;Ole Kyrres;5.694920856485874;58.930233499969546;16
B;Brann;KV_001;H_043;2026-01-15T10:00:40Z;4;Jon Johnsen;5.61250535544142;58.969655822414538;7
P;Politi;P03;H_043;2026-01-15T10:00:40Z;3;Bjarte Olavsen;5.728922097084542;58.964919256330319;19
P;Politi;P07;H_043;2026-01-15T10:00:40Z;2;Bjarte Olavsen;5.643788653624362;58.856664135487861;13
A;Ambulanse;A_012;H_043;2026-01-15T10:00:41.66Z;3;Ole Kyrres;5.694380150280966;58.92992433858057;17
B;Brann;KV_001;H_043;2026-01-15T10:00:41.66Z;4;Jon Johnsen;5.612557960010107;58.968505794879945;8
P;Politi;P03;H_043;2026-01-15T10:00:41.66Z;3;Bjarte Olavsen;5.7286324612878;58.964633784104684;20
P;Politi;P07;H_043;2026-01-15T10:00:41.66Z;2;Bjarte Olavsen;5.64256449403176;58.85749408469507;14
A;Ambulanse;A_012;H_043;2026-01-15T10:00:43.33Z;3;Ole Kyrres;5.693839444076058;58.9296151771916;18
B;Brann;KV_001;H_043;2026-01-15T10:00:43.33Z;4;Jon Johnsen;5.612610564578794;58.967355767345353;9
P;Politi;P03;H_043;2026-01-15T10:00:43.33Z;3;Bjarte Olavsen;5.728342825491057;58.964348311879043;21
P;Politi;P07;H_043;2026-01-15T10:00:43.33Z;2;Bjarte Olavsen;5.641340334439157;58.858324033902271;15
A;Ambulanse;A_012;H_043;2026-01-15T10:00:45Z;3;Ole Kyrres;5.69329873787115;58.929306015802624;19
B;Brann;KV_001;H_043;2026-01-15T10:00:45Z;4;Jon Johnsen;5.61266316914748;58.966205739810761;10
P;Politi;P03;H_043;2026-01-15T10:00:45Z;3;Bjarte Olavsen;5.728053189694315;58.964062839653408;22
P;Politi;P07;H_043;2026-01-15T10:00:45Z;2;Bjarte Olavsen;5.640116174846554;58.859153983109479;16
A;Ambulanse;A_012;H_043;2026-01-15T10:00:46.66Z;3;Ole Kyrres;5.692697553591137;58.929460006004227;20
B;Brann;KV_001;H_043;2026-01-15T10:00:46.66Z;4;Jon Johnsen;5.613661471891835;58.964961380061176;11
P;Politi;P03;H_043;2026-01-15T10:00:46.66Z;3;Bjarte Olavsen;5.727314383623365;58.963770571433471;23
P;Politi;P07;H_043;2026-01-15T10:00:46.66Z;2;Bjarte Olavsen;5.637959717951596;58.85994446188365;17
A;Ambulanse;A_012;H_043;2026-01-15T10:00:48.33Z;3;Ole Kyrres;5.692096369311123;58.929613996205838;21
B;Brann;KV_001;H_043;2026-01-15T10:00:48.33Z;4;Jon Johnsen;5.61465977463619;58.963717020311599;12
P;Politi;P03;H_043;2026-01-15T10:00:48.33Z;3;Bjarte Olavsen;5.726575577552413;58.963478303213542;24
P;Politi;P07;H_043;2026-01-15T10:00:48.33Z;2;Bjarte Olavsen;5.635803261056639;58.860734940657828;18
A;Ambulanse;A_012;H_043;2026-01-15T10:00:50Z;3;Ole Kyrres;5.69149518503111;58.929767986407441;22
B;Brann;KV_001;H_043;2026-01-15T10:00:50Z;4;Jon Johnsen;5.615658077380545;58.962472660562014;13
P;Politi;P03;H_043;2026-01-15T10:00:50Z;3;Bjarte Olavsen;5.725836771481463;58.963186034993605;25
P;Politi;P07;H_043;2026-01-15T10:00:50Z;2;Bjarte Olavsen;5.633646804161681;58.861525419431999;19
A;Ambulanse;A_012;H_043;2026-01-15T10:00:51.66Z;3;Ole Kyrres;5.690897681596277;58.929874035045231;23
B;Brann;KV_001;H_043;2026-01-15T10:00:51.66Z;4;Jon Johnsen;5.613436869021184;58.96148555033983;14
P;Politi;P03;H_043;2026-01-15T10:00:51.66Z;3;Bjarte Olavsen;5.725205820410151;58.962933136494705;26
P;Politi;P07;H_043;2026-01-15T10:00:51.66Z;2;Bjarte Olavsen;5.631855360213177;58.862399979559257;20
A;Ambulanse;A_012;H_043;2026-01-15T10:00:53.33Z;3;Ole Kyrres;5.690300178161443;58.929980083683013;24
B;Brann;KV_001;H_043;2026-01-15T10:00:53.33Z;4;Jon Johnsen;5.611215660661824;58.96049844011764;15
P;Politi;P03;H_043;2026-01-15T10:00:53.33Z;3;Bjarte Olavsen;5.724574869338839;58.962680237995812;27
P;Politi;P07;H_043;2026-01-15T10:00:53.33Z;2;Bjarte Olavsen;5.630063916264675;58.863274539686515;21
A;Ambulanse;A_012;H_043;2026-01-15T10:00:55Z;3;Ole Kyrres;5.689702674726609;58.930086132320803;25
B;Brann;KV_001;H_043;2026-01-15T10:00:55Z;4;Jon Johnsen;5.608994452302462;58.959511329895456;16
P;Politi;P03;H_043;2026-01-15T10:00:55Z;3;Bjarte Olavsen;5.723943918267527;58.962427339496912;28
P;Politi;P07;H_043;2026-01-15T10:00:55Z;2;Bjarte Olavsen;5.628272472316171;58.864149099813773;22
A;Ambulanse;A_012;H_043;2026-01-15T10:00:56.66Z;3;Ole Kyrres;5.688953739116503;58.930200456895214;26
B;Brann;KV_001;H_043;2026-01-15T10:00:56.66Z;4;Jon Johnsen;5.608247587554172;58.95756253407221;17
P;Politi;P03;H_043;2026-01-15T10:00:56.66Z;3;Bjarte Olavsen;5.723847166083197;58.962064981741548;29
P;Politi;P07;H_043;2026-01-15T10:00:56.66Z;2;Bjarte Olavsen;5.630518810236752;58.864658200946863;23
A;Ambulanse;A_012;H_043;2026-01-15T10:00:58.33Z;3;Ole Kyrres;5.688204803506397;58.930314781469633;27
B;Brann;KV_001;H_043;2026-01-15T10:00:58.33Z;4;Jon Johnsen;5.607500722805883;58.955613738248957;18
P;Politi;P03;H_043;2026-01-15T10:00:58.33Z;3;Bjarte Olavsen;5.723750413898867;58.961702623986191;30
P;Politi;P07;H_043;2026-01-15T10:00:58.33Z;2;Bjarte Olavsen;5.632765148157332;58.865167302079961;24
A;Ambulanse;A_012;H_043;2026-01-15T10:01:00Z;3;Ole Kyrres;5.687455867896291;58.930429106044045;28
B;Brann;KV_001;H_043;2026-01-15T10:01:00Z;4;Jon Johnsen;5.606753858057592;58.953664942425711;19
P;Politi;P03;H_043;2026-01-15T10:01:00Z;3;Bjarte Olavsen;5.723653661714537;58.961340266230827;31
P;Politi;P07;H_043;2026-01-15T10:01:00Z;2;Bjarte Olavsen;5.635011486077913;58.865676403213051;25
A;Ambulanse;A_012;H_043;2026-01-15T10:01:01.66Z;3;Ole Kyrres;5.687452740481225;58.930028808243591;29
B;Brann;KV_001;H_043;2026-01-15T10:01:01.66Z;4;Jon Johnsen;5.604832009763677;58.952108166763701;20
P;Politi;P03;H_043;2026-01-15T10:01:01.66Z;3;Bjarte Olavsen;5.723404875581137;58.960974814112745;32
P;Politi;P07;H_043;2026-01-15T10:01:01.66Z;2;Bjarte Olavsen;5.638843704259699;58.866473608177529;26
A;Ambulanse;A_012;H_043;2026-01-15T10:01:03.33Z;3;Ole Kyrres;5.68744961306616;58.929628510443145;30
B;Brann;KV_001;H_043;2026-01-15T10:01:03.33Z;4;Jon Johnsen;5.602910161469763;58.950551391101683;21
P;Politi;P03;H_043;2026-01-15T10:01:03.33Z;3;Bjarte Olavsen;5.723156089447736;58.960609361994656;33
P;Politi;P07;H_043;2026-01-15T10:01:03.33Z;2;Bjarte Olavsen;5.642675922441485;58.867270813141999;27
A;Ambulanse;A_012;H_043;2026-01-15T10:01:05Z;3;Ole Kyrres;5.687446485651095;58.929228212642691;31
B;Brann;KV_001;H_043;2026-01-15T10:01:05Z;4;Jon Johnsen;5.600988313175847;58.948994615439673;22
P;Politi;P03;H_043;2026-01-15T10:01:05Z;3;Bjarte Olavsen;5.722907303314336;58.960243909876574;34
P;Politi;P07;H_043;2026-01-15T10:01:05Z;2;Bjarte Olavsen;5.646508140623271;58.868068018106477;28
A;Ambulanse;A_012;H_043;2026-01-15T10:01:06.66Z;3;Ole Kyrres;5.687356612102697;58.928701112244696;32
B;Brann;KV_001;H_043;2026-01-15T10:01:06.66Z;4;Jon Johnsen;5.600540915472469;58.94699413793581;23
P;Politi;P03;H_043;2026-01-15T10:01:06.66Z;3;Bjarte Olavsen;5.72278612214055;58.959816608867172;35
P;Politi;P07;H_043;2026-01-15T10:01:06.66Z;2;Bjarte Olavsen;5.648834660068357;58.869099784412931;29
A;Ambulanse;A_012;H_043;2026-01-15T10:01:08.33Z;3;Ole Kyrres;5.687266738554298;58.9281740118467;33
B;Brann;KV_001;H_043;2026-01-15T10:01:08.33Z;4;Jon Johnsen;5.600093517769091;58.94499366043194;24
P;Politi;P03;H_043;2026-01-15T10:01:08.33Z;3;Bjarte Olavsen;5.722664940966765;58.959389307857769;36
P;Politi;P07;H_043;2026-01-15T10:01:08.33Z;2;Bjarte Olavsen;5.651161179513443;58.870131550719385;30
A;Ambulanse;A_012;H_043;2026-01-15T10:01:10Z;3;Ole Kyrres;5.6871768650059;58.927646911448704;34
B;Brann;KV_001;H_043;2026-01-15T10:01:10Z;4;Jon Johnsen;5.599646120065713;58.942993182928078;25
P;Politi;P03;H_043;2026-01-15T10:01:10Z;3;Bjarte Olavsen;5.72254375979298;58.958962006848367;37
P;Politi;P07;H_043;2026-01-15T10:01:10Z;2;Bjarte Olavsen;5.653487698958529;58.871163317025839;31
A;Ambulanse;A_012;H_043;2026-01-15T10:01:11.66Z;3;Ole Kyrres;5.686780186784405;58.927116807179097;35
B;Brann;KV_001;H_043;2026-01-15T10:01:11.66Z;4;Jon Johnsen;5.601989720935302;58.941583406853638;26
P;Politi;P03;H_043;2026-01-15T10:01:11.66Z;3;Bjarte Olavsen;5.722457969895024;58.958545160827939;38
P;Politi;P07;H_043;2026-01-15T10:01:11.66Z;2;Bjarte Olavsen;5.654067622862184;58.872498526366734;32
A;Ambulanse;A_012;H_043;2026-01-15T10:01:13.33Z;3;Ole Kyrres;5.686383508562912;58.926586702909489;36
B;Brann;KV_001;H_043;2026-01-15T10:01:13.33Z;4;Jon Johnsen;5.604333321804891;58.940173630779206;27
P;Politi;P03;H_043;2026-01-15T10:01:13.33Z;3;Bjarte Olavsen;5.72237217999707;58.95812831480751;39
P;Politi;P07;H_043;2026-01-15T10:01:13.33Z;2;Bjarte Olavsen;5.654647546765837;58.873833735707628;33
H;B;Sprekt vannror;H_044;2026-01-15T10:01:14Z;;;5.721319;58.93941;0
A;Ambulanse;A_012;H_043;2026-01-15T10:01:15Z;3;Ole Kyrres;5.685986830341418;58.926056598639882;37
B;Brann;KV_001;H_043;2026-01-15T10:01:15Z;4;Jon Johnsen;5.60667692267448;58.938763854704767;28
P;Politi;P03;H_043;2026-01-15T10:01:15Z;3;Bjarte Olavsen;5.722286390099114;58.957711468787082;40
P;Politi;P07;H_043;2026-01-15T10:01:15Z;2;Bjarte Olavsen;5.655227470669491;58.875168945048522;34
A;Ambulanse;A_012;H_043;2026-01-15T10:01:16.66Z;3;Ole Kyrres;5.685582330514931;58.925521100811459;38
B;Brann;KV_001;H_043;2026-01-15T10:01:16.66Z;4;Jon Johnsen;5.606131248013522;58.93751017812005;29
P;Politi;P03;H_043;2026-01-15T10:01:16.66Z;3;Bjarte Olavsen;5.722105139418676;58.956961459627131;41
P;Politi;P07;H_043;2026-01-15T10:01:16.66Z;2;Bjarte Olavsen;5.655411316617872;58.876532715928455;35
A;Ambulanse;A_012;H_043;2026-01-15T10:01:18.33Z;3;Ole Kyrres;5.685177830688445;58.924985602983028;39
B;Brann;KV_001;H_043;2026-01-15T10:01:18.33Z;4;Jon Johnsen;5.605585573352564;58.93625650153534;30
P;Politi;P03;H_043;2026-01-15T10:01:18.33Z;3;Bjarte Olavsen;5.721923888738236;58.956211450467173;42
P;Politi;P07;H_043;2026-01-15T10:01:18.33Z;2;Bjarte Olavsen;5.655595162566254;58.877896486808389;36
A;Ambulanse;A_012;H_043;2026-01-15T10:01:20Z;3;Ole Kyrres;5.684773330861958;58.924450105154605;40
B;Brann;KV_001;H_043;2026-01-15T10:01:20Z;4;Jon Johnsen;5.605039898691606;58.935002824950622;31
P;Politi;P03;H_043;2026-01-15T10:01:20Z;3;Bjarte Olavsen;5.721742638057798;58.955461441307222;43
P;Politi;P07;H_043;2026-01-15T10:01:20Z;2;Bjarte Olavsen;5.655779008514635;58.879260257688323;37
A;Ambulanse;A_012;H_043;2026-01-15T10:01:21.66Z;3;Ole Kyrres;5.684298309447379;58.923899837867793;41
B;Brann;KV_001;H_043;2026-01-15T10:01:21.66Z;4;Jon Johnsen;5.605893491534669;58.933575816995329;32
P;Politi;P03;H_043;2026-01-15T10:01:21.66Z;3;Bjarte Olavsen;5.721671068088294;58.954044176114628;44
P;Politi;P07;H_043;2026-01-15T10:01:21.66Z;2;Bjarte Olavsen;5.655656368208394;58.879711010089927;38
A;Ambulanse;A_012;H_043;2026-01-15T10:01:23.33Z;3;Ole Kyrres;5.683823288032799;58.923349570580974;42
B;Brann;KV_001;H_043;2026-01-15T10:01:23.33Z;4;Jon Johnsen;5.606747084377732;58.932148809040044;33
P;Politi;P03;H_043;2026-01-15T10:01:23.33Z;3;Bjarte Olavsen;5.721599498118791;58.952626910922035;45
P;Politi;P07;H_043;2026-01-15T10:01:23.33Z;2;Bjarte Olavsen;5.655533727902152;58.880161762491525;39
A;Ambulanse;A_012;H_043;2026-01-15T10:01:25Z;3;Ole Kyrres;5.68334826661822;58.922799303294163;43
B;Brann;KV_001;H_043;2026-01-15T10:01:25Z;4;Jon Johnsen;5.607600677220795;58.930721801084751;34
P;Politi;P03;H_043;2026-01-15T10:01:25Z;3;Bjarte Olavsen;5.721527928149287;58.951209645729442;46
P;Politi;P07;H_043;2026-01-15T10:01:25Z;2;Bjarte Olavsen;5.655411087595911;58.88061251489313;40
B;Brann;SC_003;H_044;2026-01-15T10:01:25Z;6;Arne Arnsen;5.719459155785783;58.953542193831936;1
A;Ambulanse;A_012;H_043;2026-01-15T10:01:26.66Z;3;Ole Kyrres;5.682922992868833;58.922271924408093;44
B;Brann;KV_001;H_043;2026-01-15T10:01:26.66Z;4;Jon Johnsen;5.607177726510684;58.928631208066065;35
P;Politi;P03;H_043;2026-01-15T10:01:26.66Z;3;Bjarte Olavsen;5.722293852183808;58.949558761588314;47
P;Politi;P07;H_043;2026-01-15T10:01:26.66Z;2;Bjarte Olavsen;5.655081769492057;58.881146536028773;41
B;Brann;SC_003;H_044;2026-01-15T10:01:26.66Z;6;Arne Arnsen;5.719527779235408;58.953667656253437;2
A;Ambulanse;A_012;H_043;2026-01-15T10:01:28.33Z;3;Ole Kyrres;5.682497719119445;58.921744545522031;45
B;Brann;KV_001;H_043;2026-01-15T10:01:28.33Z;4;Jon Johnsen;5.606754775800572;58.926540615047386;36
P;Politi;P03;H_043;2026-01-15T10:01:28.33Z;3;Bjarte Olavsen;5.72305977621833;58.947907877447179;48
P;Politi;P07;H_043;2026-01-15T10:01:28.33Z;2;Bjarte Olavsen;5.654752451388203;58.881680557164415;42
B;Brann;SC_003;H_044;2026-01-15T10:01:28.33Z;6;Arne Arnsen;5.719596402685034;58.95379311867493;3
A;Ambulanse;A_012;H_043;2026-01-15T10:01:30Z;3;Ole Kyrres;5.682072445370059;58.921217166635962;46
B;Brann;KV_001;H_043;2026-01-15T10:01:30Z;4;Jon Johnsen;5.606331825090461;58.924450022028701;37
P;Politi;P03;H_043;2026-01-15T10:01:30Z;3;Bjarte Olavsen;5.723825700252851;58.946256993306051;49
P;Politi;P07;H_043;2026-01-15T10:01:30Z;2;Bjarte Olavsen;5.654423133284348;58.882214578300058;43
B;Brann;SC_003;H_044;2026-01-15T10:01:30Z;6;Arne Arnsen;5.719665026134659;58.953918581096431;4
A;Ambulanse;A_012;H_043;2026-01-15T10:01:31.66Z;3;Ole Kyrres;5.681713903776635;58.920718733305684;47
B;Brann;KV_001;H_043;2026-01-15T10:01:31.66Z;4;Jon Johnsen;5.60589063718089;58.923075269293804;38
P;Politi;P03;H_043;2026-01-15T10:01:31.66Z;3;Bjarte Olavsen;5.724450346069103;58.945043051879544;50
P;Politi;P07;H_043;2026-01-15T10:01:31.66Z;2;Bjarte Olavsen;5.654252096774697;58.882789574911683;44
B;Brann;SC_003;H_044;2026-01-15T10:01:31.66Z;6;Arne Arnsen;5.720183282247962;58.954071741859011;5
A;Ambulanse;A_012;H_043;2026-01-15T10:01:33.33Z;3;Ole Kyrres;5.681355362183211;58.920220299975405;48
B;Brann;KV_001;H_043;2026-01-15T10:01:33.33Z;4;Jon Johnsen;5.605449449271318;58.921700516558907;39
P;Politi;P03;H_043;2026-01-15T10:01:33.33Z;3;Bjarte Olavsen;5.725074991885355;58.943829110453045;51
P;Politi;P07;H_043;2026-01-15T10:01:33.33Z;2;Bjarte Olavsen;5.654081060265045;58.883364571523302;45
B;Brann;SC_003;H_044;2026-01-15T10:01:33.33Z;6;Arne Arnsen;5.720701538361265;58.954224902621597;6
A;Ambulanse;A_012;H_043;2026-01-15T10:01:35Z;3;Ole Kyrres;5.680996820589788;58.919721866645126;49
B;Brann;KV_001;H_043;2026-01-15T10:01:35Z;4;Jon Johnsen;5.605008261361747;58.92032576382401;40
P;Politi;P03;H_043;2026-01-15T10:01:35Z;3;Bjarte Olavsen;5.725699637701608;58.942615169026539;52
P;Politi;P07;H_043;2026-01-15T10:01:35Z;2;Bjarte Olavsen;5.653910023755394;58.883939568134927;46
B;Brann;SC_003;H_044;2026-01-15T10:01:35Z;6;Arne Arnsen;5.721219794474568;58.954378063384176;7
A;Ambulanse;A_012;H_043;2026-01-15T10:01:36.66Z;3;Ole Kyrres;5.680604869744423;58.919037833770801;50
B;Brann;KV_001;H_043;2026-01-15T10:01:36.66Z;4;Jon Johnsen;5.604855597010128;58.918806647274472;41
P;Politi;P03;H_043;2026-01-15T10:01:36.66Z;3;Bjarte Olavsen;5.724626670900721;58.941196102824549;53
P;Politi;P07;H_043;2026-01-15T10:01:36.66Z;2;Bjarte Olavsen;5.653783969491208;58.884563036595139;47
B;Brann;SC_003;H_044;2026-01-15T10:01:36.66Z;6;Arne Arnsen;5.721200386630704;58.954174222527236;8
A;Ambulanse;A_012;H_043;2026-01-15T10:01:38.33Z;3;Ole Kyrres;5.680212918899059;58.918353800896469;51
B;Brann;KV_001;H_043;2026-01-15T10:01:38.33Z;4;Jon Johnsen;5.60470293265851;58.917287530724941;42
P;Politi;P03;H_043;2026-01-15T10:01:38.33Z;3;Bjarte Olavsen;5.723553704099834;58.939777036622559;54
P;Politi;P07;H_043;2026-01-15T10:01:38.33Z;2;Bjarte Olavsen;5.653657915227023;58.885186505055351;48
B;Brann;SC_003;H_044;2026-01-15T10:01:38.33Z;6;Arne Arnsen;5.72118097878684;58.953970381670302;9
A;Ambulanse;A_012;H_043;2026-01-15T10:01:40Z;3;Ole Kyrres;5.679820968053694;58.917669768022144;52
B;Brann;KV_001;H_043;2026-01-15T10:01:40Z;4;Jon Johnsen;5.604550268306891;58.915768414175403;43
P;Politi;P03;H_043;2026-01-15T10:01:40Z;3;Bjarte Olavsen;5.722480737298948;58.938357970420569;55
P;Politi;P07;H_043;2026-01-15T10:01:40Z;2;Bjarte Olavsen;5.653531860962837;58.885809973515563;49
B;Brann;SC_003;H_044;2026-01-15T10:01:40Z;6;Arne Arnsen;5.721161570942975;58.953766540813362;10
